#t	Phi[0]	Phi[1]	Phi[2]	Phi[3]	Phi[4]	Phi[5]	Phi[6]	Phi[7]	Phi[8]	Phi[9]	Phi[10]	Phi[11]	Phi[12]	Phi[13]	Phi[14]	Phi[15]	Phi[16]	Phi[17]	Phi[18]	Phi[19]	Phi[20]	Phi[21]	Phi[22]	Phi[23]	Phi[24]	Phi[25]	Phi[26]	Phi[27]	Phi[28]	Phi[29]	Phi[30]	Phi[31]	Phi[32]	Phi[33]	Phi[34]	Phi[35]	Phi[36]	Phi[37]	Phi[38]	Phi[39]	Phi[40]	Phi[41]	Phi[42]	Phi[43]	Phi[44]	Phi[45]	Phi[46]	Phi[47]	Phi[48]	Phi[49]	Phi[50]	Phi[51]	Phi[52]	Phi[53]	Phi[54]	Phi[55]	Phi[56]	Phi[57]	Phi[58]	Phi[59]	Phi[60]	Phi[61]	Phi[62]	Phi[63]	Phi[64]	Phi[65]	Phi[66]	Phi[67]	Phi[68]	Phi[69]	Phi[70]	Phi[71]	Phi[72]	Phi[73]	Phi[74]	Phi[75]	Phi[76]	Phi[77]	Phi[78]	Phi[79]	Phi[80]	Phi[81]	Phi[82]	Phi[83]	Phi[84]	Phi[85]	Phi[86]	Phi[87]	Phi[88]	Phi[89]	Phi[90]	Phi[91]	Phi[92]	Phi[93]	Phi[94]	Phi[95]	Phi[96]	Phi[97]	Phi[98]	Phi[99]	Phi[100]	Phi[101]	Phi[102]	Phi[103]	Phi[104]	Phi[105]	Phi[106]	Phi[107]	Phi[108]	Phi[109]	Phi[110]	Phi[111]	Phi[112]	Phi[113]	Phi[114]	Phi[115]	Phi[116]	Phi[117]	Phi[118]	Phi[119]	Phi[120]
t	0	3.8147e-07	7.62939e-07	1.52588e-06	3.05176e-06	6.10352e-06	1.2207e-05	2.44141e-05	4.88281e-05	9.76563e-05	0.000195313	0.000390625	0.00078125	0.0015625	0.003125	0.00625	0.0125	0.025	0.05	0.1	0.2	0.4	0.8	1.2	1.6	2	2.4	2.8	3.2	3.6	4	4.4	4.8	5.2	5.6	6	6.4	6.8	7.2	7.6	8	8.4	8.8	9.2	9.6	10	10.4	10.8	11.2	11.6	12	12.4	12.8	13.2	13.6	14	14.4	14.8	15.2	15.6	16	16.4	16.8	17.2	17.6	18	18.4	18.8	19.2	19.6	20	20.4	20.8	21.2	21.6	22	22.4	22.8	23.2	23.6	24	24.4	24.8	25.2	25.6	26	26.4	26.8	27.2	27.6	28	28.4	28.8	29.2	29.6	30	30.4	30.8	31.2	31.6	32	32.4	32.8	33.2	33.6	34	34.4	34.8	35.2	35.6	36	36.4	36.8	37.2	37.6	38	38.4	38.8	39.2	39.6	40
687.195	1	1	1	1	1	1	1	1	0.999999	0.999997	0.99999	0.999958	0.999832	0.999329	0.997323	0.989382	0.958934	0.855587	0.624246	0.429428	0.365365	0.342827	0.191532	0.144092	0.120143	0.105786	0.0967222	0.0910804	0.0879408	0.0868778	0.0879541	0.0917513	0.0997684	0.115632	0.148085	0.217848	0.359563	0.532153	0.522406	0.370526	0.250695	0.182739	0.145081	0.123552	0.111229	0.104833	0.102844	0.104615	0.109826	0.117846	0.126759	0.132601	0.130613	0.11819	0.0955021	0.0673882	0.043564	0.029647	0.0232965	0.0204556	0.0190204	0.0182347	0.0178734	0.0178732	0.0181663	0.0185587	0.0186334	0.0177998	0.0156383	0.0123619	0.00882412	0.00591873	0.00402184	0.00298803	0.00248226	0.00223677	0.00211057	0.00204657	0.00202192	0.00201878	0.00201025	0.00195783	0.00182231	0.00158621	0.00127297	0.000941821	0.00065633	0.000451687	0.000326639	0.000258955	0.000224667	0.000207482	0.00019884	0.000194569	0.000192015	0.000188529	0.000181181	0.000167422	0.000146334	0.000119592	9.11639e-05	6.55807e-05	4.58892e-05	3.27381e-05	2.49476e-05	2.07226e-05	1.85452e-05	1.74473e-05	1.68861e-05	1.65339e-05	1.61344e-05	1.54543e-05	1.43096e-05	1.26321e-05	1.05226e-05	8.23802e-06	6.09575e-06	4.34553e-06	3.08843e-06	2.28363e-06	1.81525e-06
755.914	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999988	0.999954	0.999815	0.999262	0.997056	0.98833	0.954977	0.843083	0.601356	0.409209	0.347163	0.325011	0.177361	0.131777	0.108916	0.0952932	0.0867366	0.0814335	0.0784931	0.0775012	0.0785061	0.0820431	0.0895088	0.104317	0.134819	0.201318	0.339687	0.512825	0.502946	0.350577	0.233075	0.167779	0.132114	0.111935	0.100486	0.0946135	0.0928709	0.0946514	0.0996654	0.107337	0.115875	0.121536	0.119802	0.108213	0.0869239	0.0605657	0.0384093	0.0256702	0.0199916	0.0175137	0.0162866	0.0156264	0.0153345	0.0153569	0.0156358	0.0160018	0.0160878	0.0153705	0.0134768	0.0105975	0.00749437	0.0049598	0.00332031	0.00243924	0.00201623	0.00181489	0.00171292	0.00166195	0.00164322	0.00164221	0.00163675	0.00159484	0.00148379	0.00128901	0.00103013	0.000756767	0.000521963	0.000354769	0.000253639	0.000199648	0.00017272	0.000159412	0.00015279	0.000149565	0.000147675	0.000145058	0.000139417	0.000128747	0.000112321	9.14666e-05	6.93198e-05	4.94506e-05	3.42399e-05	2.41628e-05	1.82569e-05	1.50937e-05	1.34834e-05	1.26794e-05	1.2272e-05	1.20184e-05	1.173e-05	1.12342e-05	1.03946e-05	9.16047e-06	7.60733e-06	5.92694e-06	4.3555e-06	3.07751e-06	2.16565e-06	1.58688e-06	1.25345e-06
824.634	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999987	0.99995	0.999799	0.999195	0.996789	0.98728	0.951043	0.830837	0.579757	0.390354	0.33013	0.308357	0.164445	0.120697	0.098906	0.085998	0.0779328	0.0729561	0.0702077	0.0692865	0.0702286	0.073527	0.0804841	0.0943125	0.122979	0.186324	0.321204	0.494447	0.48446	0.331993	0.216985	0.154315	0.120556	0.101645	0.091007	0.0856137	0.0840904	0.0858688	0.0906873	0.0980203	0.106194	0.111668	0.110158	0.0993362	0.0793468	0.0546223	0.0340007	0.022323	0.0172331	0.0150652	0.0140126	0.0134563	0.0132207	0.0132597	0.0135235	0.0138639	0.0139568	0.0133371	0.0116724	0.00913385	0.00640261	0.00418312	0.00275991	0.00200522	0.00164939	0.00148324	0.00140032	0.00135946	0.00134519	0.00134561	0.00134232	0.0013086	0.00121702	0.00105534	0.000840101	0.000613042	0.000418682	0.000281152	0.000198764	0.000155355	0.000134034	0.000123639	0.000118522	0.000116065	0.000114655	0.000112674	0.000108306	9.99584e-05	8.7056e-05	7.06551e-05	5.32535e-05	3.76865e-05	2.58299e-05	1.80348e-05	1.35132e-05	1.11207e-05	9.91717e-06	9.3221e-06	9.02309e-06	8.83852e-06	8.62803e-06	8.2627e-06	7.64016e-06	6.72243e-06	5.56656e-06	4.31712e-06	3.15164e-06	2.20791e-06	1.53877e-06	1.11758e-06	8.77309e-07
893.353	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999986	0.999945	0.999782	0.999128	0.996522	0.986231	0.947129	0.818833	0.559308	0.372686	0.314146	0.292747	0.152636	0.110693	0.0899481	0.0777339	0.0701419	0.065478	0.0629135	0.0620612	0.0629471	0.0660259	0.0725129	0.0854306	0.112371	0.172676	0.30397	0.476931	0.46686	0.314633	0.202245	0.142151	0.110212	0.092491	0.0826045	0.0776497	0.0763216	0.078088	0.0827135	0.0897185	0.097537	0.102822	0.101507	0.091393	0.0726139	0.0494114	0.030205	0.0194862	0.0149146	0.0130126	0.012107	0.011637	0.0114473	0.0114981	0.0117466	0.0120625	0.0121588	0.0116217	0.0101538	0.00790926	0.00549812	0.00354808	0.00230791	0.00165859	0.00135773	0.00121988	0.00115207	0.00111914	0.00110824	0.00110959	0.00110784	0.00108055	0.0010046	0.000869679	0.00068977	0.000500156	0.000338371	0.000224566	0.000157014	0.000121873	0.000104867	9.66875e-05	9.27034e-05	9.08173e-05	8.97584e-05	8.82476e-05	8.48383e-05	7.82588e-05	6.80485e-05	5.50546e-05	4.12792e-05	2.89893e-05	1.96737e-05	1.35938e-05	1.01019e-05	8.27594e-06	7.36821e-06	6.92367e-06	6.70213e-06	6.56651e-06	6.41138e-06	6.13958e-06	5.67362e-06	4.98475e-06	4.11645e-06	3.1786e-06	2.30588e-06	1.60208e-06	1.10607e-06	7.96342e-07	6.21343e-07
962.073	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999985	0.999941	0.999765	0.999061	0.996255	0.985183	0.943237	0.807061	0.539893	0.356072	0.29911	0.278083	0.14181	0.101636	0.081908	0.0703636	0.0632255	0.0588601	0.0564705	0.0556844	0.0565196	0.0593957	0.0654472	0.0775177	0.102837	0.160216	0.287863	0.460209	0.450073	0.298381	0.188703	0.131128	0.100922	0.0843166	0.0751268	0.0705733	0.0694185	0.0711645	0.0755998	0.0822871	0.0897611	0.0948564	0.0937124	0.0842513	0.0666006	0.0448174	0.0269178	0.0170677	0.0129539	0.0112811	0.0104999	0.0101019	0.00994946	0.0100084	0.0102417	0.0105343	0.0106316	0.0101644	0.0088668	0.00687709	0.00474289	0.00302455	0.00194024	0.00137937	0.00112385	0.00100891	0.000953168	0.000926493	0.000918171	0.000920101	0.000919424	0.000897216	0.000833925	0.000720798	0.000569717	0.000410621	0.000275287	0.000180618	0.000124917	9.62939e-05	8.26426e-05	7.61633e-05	7.30399e-05	7.15821e-05	7.07822e-05	6.9622e-05	6.69428e-05	6.17223e-05	5.35896e-05	4.32279e-05	3.22512e-05	2.2483e-05	1.51126e-05	1.03357e-05	7.61826e-06	6.21362e-06	5.52338e-06	5.18854e-06	5.02302e-06	4.92251e-06	4.80721e-06	4.60327e-06	4.25158e-06	3.73021e-06	3.07252e-06	2.36268e-06	1.70361e-06	1.17419e-06	8.03208e-07	5.73341e-07	4.44673e-07
1030.79	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999984	0.999937	0.999748	0.998994	0.995988	0.984137	0.939365	0.795509	0.521417	0.340403	0.284939	0.264284	0.131862	0.0934156	0.0746729	0.0637729	0.0570683	0.0529865	0.0507627	0.0500398	0.0508286	0.053517	0.0591646	0.0704463	0.0942407	0.148813	0.272779	0.444218	0.434036	0.283136	0.176233	0.121111	0.0925524	0.076993	0.0684489	0.0642627	0.0632614	0.0649801	0.0692288	0.0756089	0.0827489	0.0876546	0.0866606	0.0778036	0.0612058	0.0407475	0.0240563	0.014995	0.0112869	0.00981235	0.00913671	0.00879904	0.00867706	0.00874133	0.0089595	0.00923007	0.00932656	0.00891915	0.00776923	0.00600146	0.00410793	0.00258982	0.00163893	0.00115275	0.000934861	0.000838597	0.000792572	0.000770863	0.000764508	0.000766773	0.000766838	0.000748681	0.000695698	0.000600447	0.000473048	0.000338996	0.00022529	0.000146173	0.000100011	7.65698e-05	6.5548e-05	6.03851e-05	5.79215e-05	5.6788e-05	5.61805e-05	5.52842e-05	5.31658e-05	4.89988e-05	4.24832e-05	3.41727e-05	2.5375e-05	1.75647e-05	1.16971e-05	7.91953e-06	5.79028e-06	4.70204e-06	4.17337e-06	3.91929e-06	3.79469e-06	3.71963e-06	3.63328e-06	3.47909e-06	3.21167e-06	2.81417e-06	2.31233e-06	1.77108e-06	1.26962e-06	8.68282e-07	5.88607e-07	4.16605e-07	3.21202e-07
1099.51	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999983	0.999933	0.999732	0.998927	0.995722	0.983092	0.935513	0.784168	0.503796	0.325592	0.271563	0.251297	0.122745	0.0859869	0.0681961	0.057912	0.0516184	0.0478037	0.0457348	0.0450676	0.0458098	0.0483223	0.0535937	0.0641394	0.086499	0.138377	0.258645	0.428915	0.418702	0.26882	0.164736	0.111996	0.0850018	0.0704218	0.0624755	0.0586249	0.0577592	0.0594442	0.0635099	0.0695932	0.0764097	0.0811264	0.080263	0.0719644	0.0563497	0.0371289	0.0215563	0.0132126	0.00986471	0.00856204	0.0079762	0.00768902	0.00759181	0.0076591	0.0078626	0.00811238	0.00820664	0.00785021	0.00682883	0.0052549	0.00357124	0.00222683	0.00139064	0.000967832	0.000781312	0.000700345	0.000662161	0.000644406	0.000639551	0.000641974	0.000642533	0.000627613	0.000583067	0.000502546	0.000394701	0.00028131	0.000185391	0.000118985	8.05498e-05	6.12537e-05	5.23058e-05	4.81678e-05	4.62128e-05	4.53256e-05	4.48615e-05	4.41648e-05	4.24796e-05	3.91348e-05	3.38861e-05	2.71847e-05	2.00952e-05	1.38158e-05	9.11778e-06	6.11238e-06	4.43336e-06	3.58457e-06	3.17682e-06	2.98263e-06	2.88813e-06	2.83165e-06	2.76648e-06	2.64906e-06	2.44429e-06	2.13913e-06	1.75358e-06	1.33804e-06	9.53824e-07	6.47413e-07	4.35014e-07	3.05326e-07	2.3403e-07
1236.95	1	1	1	1	1	1	1	1	0.999999	0.999995	0.999981	0.999924	0.999698	0.998793	0.995189	0.981007	0.927866	0.762087	0.470857	0.298324	0.247094	0.227588	0.106641	0.073072	0.0570642	0.0479243	0.0423884	0.0390632	0.0372775	0.0367133	0.0373745	0.0395751	0.0441779	0.0534079	0.0731683	0.120022	0.232949	0.40022	0.389975	0.242692	0.144295	0.096086	0.0719807	0.059174	0.0522937	0.0490303	0.0483897	0.0499936	0.0537072	0.0592289	0.0654316	0.0697772	0.0691272	0.0618261	0.0479894	0.0310062	0.0174306	0.0103368	0.00759604	0.00657323	0.00612978	0.00592087	0.00586029	0.00592884	0.00610472	0.00631687	0.00640427	0.00612945	0.00531889	0.00406425	0.00272542	0.00166431	0.00101294	0.000690399	0.000552337	0.000494422	0.000467837	0.00045582	0.000453007	0.000455435	0.000456511	0.000446313	0.000414479	0.000356346	0.000278285	0.000196325	0.000127342	8.00314e-05	5.30573e-05	3.9807e-05	3.38257e-05	3.1129e-05	2.98796e-05	2.93281e-05	2.90541e-05	2.86267e-05	2.7544e-05	2.53576e-05	2.19038e-05	1.74855e-05	1.28169e-05	8.69911e-06	5.64207e-06	3.70973e-06	2.6483e-06	2.12299e-06	1.87613e-06	1.76068e-06	1.70534e-06	1.67276e-06	1.63495e-06	1.5656e-06	1.44336e-06	1.26031e-06	1.02871e-06	7.79387e-07	5.49721e-07	3.67774e-07	2.42901e-07	1.67695e-07	1.27055e-07
1374.39	1	1	1	1	1	1	1	1	0.999999	0.999995	0.999979	0.999916	0.999664	0.998659	0.994656	0.978927	0.920292	0.740758	0.440621	0.27373	0.225037	0.206272	0.0927646	0.0621947	0.0478379	0.0397422	0.0348891	0.0320003	0.0304652	0.0299957	0.0305905	0.0325209	0.036542	0.0446229	0.0620841	0.104355	0.210113	0.373733	0.363516	0.219433	0.126699	0.0827091	0.061197	0.0499456	0.0439833	0.0412139	0.0407494	0.042261	0.0456426	0.0506452	0.0562791	0.0602707	0.0597876	0.0533515	0.0410755	0.0260542	0.014201	0.00815262	0.00589848	0.00509041	0.00475247	0.0045998	0.00456376	0.00462976	0.00478082	0.00496045	0.0050395	0.00482598	0.00417876	0.00317275	0.00210161	0.00125846	0.000747107	0.000498779	0.000395484	0.000353572	0.000334837	0.000326607	0.000325017	0.00032724	0.000328473	0.000321412	0.000298397	0.00025597	0.000198866	0.000138985	8.88159e-05	5.47048e-05	3.55263e-05	2.62971e-05	2.2238e-05	2.04533e-05	1.96422e-05	1.9294e-05	1.91304e-05	1.88641e-05	1.81572e-05	1.6706e-05	1.43994e-05	1.14433e-05	8.32299e-06	5.58141e-06	3.56042e-06	2.2971e-06	1.61414e-06	1.28296e-06	1.13067e-06	1.06071e-06	1.02767e-06	1.00851e-06	9.86136e-07	9.44358e-07	8.69984e-07	7.58099e-07	6.16351e-07	4.63918e-07	3.23981e-07	2.13792e-07	1.38866e-07	9.43207e-08	7.06425e-08
1511.83	1	1	1	1	1	1	1	1	0.999999	0.999994	0.999977	0.999908	0.999631	0.998525	0.994124	0.976851	0.912791	0.720132	0.412734	0.251427	0.205138	0.187121	0.0808291	0.0530489	0.0402031	0.033049	0.0288041	0.0263002	0.024984	0.0245964	0.0251325	0.0268273	0.0303425	0.0374207	0.0528503	0.0909526	0.189771	0.349235	0.339091	0.198663	0.111493	0.0714083	0.0522187	0.0423303	0.0371579	0.0348039	0.034476	0.0358885	0.0389596	0.0434841	0.0485931	0.0522487	0.0518947	0.0462101	0.035307	0.0220091	0.0116459	0.00647609	0.00461467	0.00397262	0.00371341	0.00360132	0.00358151	0.00364281	0.00377189	0.00392357	0.00399378	0.0038267	0.00330709	0.00249637	0.00163493	0.000961132	0.000557048	0.000364346	0.000286336	0.000255687	0.000242335	0.000236634	0.000235771	0.000237709	0.000238913	0.000233964	0.000217154	0.000185901	0.000143746	9.95951e-05	6.27611e-05	3.79158e-05	2.41275e-05	1.76196e-05	1.48284e-05	1.3631e-05	1.30971e-05	1.28741e-05	1.27754e-05	1.26072e-05	1.2139e-05	1.1163e-05	9.60288e-06	7.60006e-06	5.48816e-06	3.63911e-06	2.28494e-06	1.44716e-06	1.001e-06	7.88841e-07	6.93335e-07	6.50236e-07	6.30173e-07	6.18707e-07	6.05228e-07	5.79631e-07	5.33631e-07	4.64138e-07	3.75987e-07	2.81285e-07	1.94619e-07	1.26759e-07	8.10129e-08	5.41457e-08	4.00883e-08
1649.27	1	1	1	1	1	1	1	1	0.999998	0.999994	0.999975	0.999899	0.999597	0.998391	0.993592	0.974781	0.905358	0.700167	0.386917	0.231139	0.187146	0.169878	0.0705313	0.0453325	0.0338615	0.027552	0.0238461	0.0216797	0.0205537	0.0202359	0.0207194	0.0222083	0.0252829	0.0314854	0.0451207	0.0794404	0.171599	0.326526	0.316492	0.180061	0.0982981	0.0618147	0.0447016	0.0360073	0.0315154	0.029511	0.0292882	0.0305991	0.0333817	0.0374677	0.0420938	0.0454335	0.0451789	0.0401496	0.0304568	0.0186756	0.00960469	0.0051763	0.00363378	0.00312107	0.00292107	0.00283844	0.00282922	0.00288481	0.00299467	0.00312247	0.00318403	0.00305246	0.00263337	0.00197722	0.00128138	0.000740321	0.000419217	0.000268675	0.000209284	0.000186667	0.000177059	0.000173069	0.000172634	0.000174273	0.000175364	0.000171858	0.000159473	0.000136267	0.000104909	7.21045e-05	4.48443e-05	2.65924e-05	1.65855e-05	1.19483e-05	1.0007e-05	9.19416e-06	8.83838e-06	8.69382e-06	8.63387e-06	8.52622e-06	8.21234e-06	7.54853e-06	6.4819e-06	5.11058e-06	3.66593e-06	2.40522e-06	1.48751e-06	9.25208e-07	6.29963e-07	4.92186e-07	4.31443e-07	4.0451e-07	3.92148e-07	3.85182e-07	3.76939e-07	3.61027e-07	3.32178e-07	2.88426e-07	2.32865e-07	1.73229e-07	1.18813e-07	7.64269e-08	4.80831e-08	3.16273e-08	2.31468e-08
1786.71	1	1	1	1	1	1	1	1	0.999998	0.999993	0.999973	0.999891	0.999564	0.998257	0.99306	0.972716	0.897992	0.680825	0.362948	0.212639	0.170846	0.154322	0.0616221	0.0388017	0.0285759	0.0230207	0.0197904	0.017919	0.0169574	0.0166986	0.0171346	0.0184431	0.0211336	0.026571	0.0386215	0.0695155	0.155322	0.305438	0.295546	0.163359	0.0868099	0.0536355	0.0383767	0.0307287	0.0268235	0.0251138	0.0249713	0.026181	0.0286969	0.0323821	0.0365657	0.0396102	0.0394321	0.0349759	0.0263522	0.0159079	0.00796017	0.00415982	0.00287763	0.00246638	0.00231123	0.0022501	0.00224765	0.00229722	0.00239042	0.00249793	0.00255141	0.00244721	0.00210784	0.00157484	0.00101067	0.000574409	0.000318032	0.000199749	0.000154217	0.000137394	0.00013042	0.000127601	0.000127415	0.000128774	0.000129722	0.000127214	0.000118019	0.000100672	7.71933e-05	5.26595e-05	3.23475e-05	1.88415e-05	1.15204e-05	8.18623e-06	6.82273e-06	6.26535e-06	6.02577e-06	5.93102e-06	5.89437e-06	5.82474e-06	5.61207e-06	5.15624e-06	4.42032e-06	3.47295e-06	2.4758e-06	1.60827e-06	9.80323e-07	5.99028e-07	4.01488e-07	3.10958e-07	2.71854e-07	2.54816e-07	2.47101e-07	2.42813e-07	2.37706e-07	2.2769e-07	2.09382e-07	1.81517e-07	1.46095e-07	1.08108e-07	7.35405e-08	4.67459e-08	2.89632e-08	1.87509e-08	1.35642e-08
1924.15	1	1	1	1	1	1	1	1	0.999998	0.999993	0.999971	0.999883	0.99953	0.998123	0.992528	0.970655	0.890692	0.662076	0.340643	0.195735	0.156053	0.140266	0.0538964	0.0332594	0.0241575	0.0192734	0.0164616	0.0148471	0.0140271	0.0138178	0.0142108	0.015361	0.0177164	0.0224847	0.0331356	0.060932	0.140712	0.285828	0.276103	0.148331	0.0767778	0.0466359	0.0330318	0.0263008	0.0229021	0.0214412	0.0213593	0.0224702	0.0247411	0.0280608	0.03184	0.0346105	0.0344909	0.0305374	0.0228595	0.0135952	0.00662556	0.00335886	0.00229019	0.00195901	0.00183806	0.0017927	0.00179444	0.0018381	0.00191696	0.00200727	0.0020534	0.00197048	0.0016947	0.00126038	0.000801486	0.000448494	0.000242959	0.000149562	0.000114443	0.000101842	9.67407e-05	9.47332e-05	9.46868e-05	9.57987e-05	9.65997e-05	9.47898e-05	8.79196e-05	7.48761e-05	5.71986e-05	3.87474e-05	2.35246e-05	1.3468e-05	8.07477e-06	5.65879e-06	4.6929e-06	4.30725e-06	4.14444e-06	4.08172e-06	4.05923e-06	4.01374e-06	3.86832e-06	3.55271e-06	3.04099e-06	2.38145e-06	1.68787e-06	1.08618e-06	6.52949e-07	3.9211e-07	2.5868e-07	1.98586e-07	1.73146e-07	1.62252e-07	1.57385e-07	1.54714e-07	1.51514e-07	1.45142e-07	1.33404e-07	1.1548e-07	9.26757e-08	6.82406e-08	4.60614e-08	2.89478e-08	1.76706e-08	1.12609e-08	8.0508e-09
2061.58	1	1	1	1	1	1	1	1	0.999998	0.999992	0.999969	0.999874	0.999497	0.99799	0.991997	0.968599	0.883456	0.643891	0.319849	0.180265	0.142609	0.127549	0.0471837	0.0285451	0.0204542	0.0161656	0.0137208	0.0123295	0.0116313	0.0114632	0.0118171	0.0128285	0.0148911	0.0190741	0.0284891	0.0534879	0.127573	0.26757	0.258033	0.134784	0.0679944	0.0406261	0.0284975	0.0225704	0.0196093	0.018359	0.0183224	0.0193384	0.0213849	0.0243724	0.027783	0.0303001	0.030225	0.0267136	0.0198737	0.0116521	0.00553555	0.00272353	0.0018307	0.00156304	0.00146833	0.00143457	0.00143878	0.00147687	0.00154347	0.00161926	0.00165883	0.00159254	0.00136777	0.00101289	0.00063859	0.000352103	0.000186747	0.000112681	8.54502e-05	7.59524e-05	7.21959e-05	7.0755e-05	7.07832e-05	7.16843e-05	7.23495e-05	7.10329e-05	6.58703e-05	5.60135e-05	4.26395e-05	2.86958e-05	1.72299e-05	9.70147e-06	5.7046e-06	3.94206e-06	3.25267e-06	2.98375e-06	2.87219e-06	2.83032e-06	2.81649e-06	2.78651e-06	2.68626e-06	2.46618e-06	2.10794e-06	1.64575e-06	1.16011e-06	7.3995e-07	4.38928e-07	2.59131e-07	1.68258e-07	1.28012e-07	1.11307e-07	1.04277e-07	1.01176e-07	9.94964e-08	9.74701e-08	9.33779e-08	8.57859e-08	7.41585e-08	5.93527e-08	4.35012e-08	2.91478e-08	1.81201e-08	1.09017e-08	6.83909e-09	4.83163e-09
2199.02	1	1	1	1	1	1	1	0.999999	0.999998	0.999992	0.999966	0.999866	0.999463	0.997856	0.991466	0.966548	0.876283	0.626246	0.300434	0.16609	0.130382	0.116045	0.0413647	0.024549	0.0173627	0.0135989	0.0114739	0.0102751	0.00968056	0.00954555	0.00986316	0.0107524	0.0125597	0.0162309	0.0245547	0.0470292	0.11575	0.250558	0.241225	0.122559	0.0602904	0.035454	0.0246405	0.0194183	0.0168356	0.0157633	0.01576	0.0166861	0.018528	0.0212142	0.0242893	0.0265729	0.0265311	0.0234087	0.0173119	0.0100123	0.00464079	0.00221696	0.00146941	0.00125236	0.00117785	0.00115266	0.00115816	0.00119116	0.0012473	0.00131085	0.00134464	0.00129141	0.0011077	0.000817002	0.000510939	0.000277794	0.000144342	8.538e-05	6.41622e-05	5.69623e-05	5.41774e-05	5.31349e-05	5.3199e-05	5.39239e-05	5.44691e-05	5.35039e-05	4.96039e-05	4.2121e-05	3.19585e-05	2.13753e-05	1.27003e-05	7.03733e-06	4.05937e-06	2.76561e-06	2.27016e-06	2.08125e-06	2.00421e-06	1.97601e-06	1.96748e-06	1.94755e-06	1.87793e-06	1.72346e-06	1.47113e-06	1.14528e-06	8.03213e-07	5.08026e-07	2.97529e-07	1.72745e-07	1.10394e-07	8.32215e-08	7.21589e-08	6.75818e-08	6.55885e-08	6.45216e-08	6.32266e-08	6.0576e-08	5.5626e-08	4.80245e-08	3.83385e-08	2.79768e-08	1.86159e-08	1.14529e-08	6.79391e-09	4.19605e-09	2.92888e-09
2473.9	1	1	1	1	1	1	1	0.999999	0.999998	0.999991	0.999962	0.999849	0.999396	0.997588	0.990406	0.962459	0.86212	0.592486	0.265314	0.141201	0.10917	0.0962027	0.0318791	0.0182196	0.012563	0.00967035	0.00806796	0.00717956	0.00674973	0.00666498	0.00692079	0.00760974	0.00900048	0.0118348	0.0183508	0.0365115	0.0954876	0.219896	0.210998	0.101509	0.0475537	0.0271268	0.0185282	0.0144673	0.0124961	0.0117034	0.0117408	0.0125037	0.0139907	0.0161576	0.0186524	0.0205255	0.0205265	0.0180512	0.0132006	0.00744021	0.00329021	0.00148335	0.00095638	0.000812416	0.000765775	0.000751654	0.000757773	0.000782142	0.000821885	0.00086648	0.000890893	0.00085621	0.000732654	0.000536412	0.000330501	0.000175049	8.74424e-05	4.97135e-05	3.6676e-05	3.24794e-05	3.0924e-05	3.03679e-05	3.04472e-05	3.09097e-05	3.12668e-05	3.0738e-05	2.84842e-05	2.41235e-05	1.8193e-05	1.20312e-05	7.01048e-06	3.76796e-06	2.09273e-06	1.38497e-06	1.12467e-06	1.02977e-06	9.9236e-07	9.79307e-07	9.76077e-07	9.6708e-07	9.32888e-07	8.55576e-07	7.28514e-07	5.64207e-07	3.92007e-07	2.44118e-07	1.39567e-07	7.84444e-08	4.8546e-08	3.59093e-08	3.09553e-08	2.89743e-08	2.81325e-08	2.7692e-08	2.71509e-08	2.60153e-08	2.38698e-08	2.05593e-08	1.63365e-08	1.18261e-08	7.76861e-09	4.6869e-09	2.70573e-09	1.62003e-09	1.10326e-09
