# eta = 0.5, tau = 0, delta = 0.1
# N = 256
# h_initial = 1e-09, D0 = 0.00625
#t	MSD	MSD'	D	mMSD	VACF
1.28e-07	4.8e-09	0.0375	0.00625	1256.47	-8.5728
1.44e-07	5.4e-09	0.0375	0.00624999	1256.47	-0.294486
1.6e-07	6e-09	0.0375	0.00624999	1256.47	-0.294485
1.76e-07	6.6e-09	0.0374999	0.00624999	1256.47	-0.294485
1.92e-07	7.2e-09	0.0374999	0.00624999	1256.47	-0.294485
2.08e-07	7.8e-09	0.0374999	0.00624999	1256.47	-0.294486
2.24e-07	8.4e-09	0.0374999	0.00624999	1256.47	-0.294485
2.4e-07	8.99999e-09	0.0374999	0.00624999	1256.47	-0.294485
2.56e-07	9.59999e-09	0.0374999	0.00624999	1256.47	-0.294485
2.88e-07	1.08e-08	0.0374999	0.00624999	1256.47	-0.294485
3.2e-07	1.2e-08	0.0374999	0.00624998	1256.47	-0.294485
3.52e-07	1.32e-08	0.0374999	0.00624998	1256.47	-0.294484
3.84e-07	1.44e-08	0.0374999	0.00624998	1256.47	-0.294484
4.16e-07	1.56e-08	0.0374999	0.00624998	1256.47	-0.294484
4.48e-07	1.68e-08	0.0374999	0.00624998	1256.47	-0.294484
4.8e-07	1.8e-08	0.0374999	0.00624998	1256.47	-0.294484
5.12e-07	1.92e-08	0.0374998	0.00624997	1256.47	-0.294484
5.76e-07	2.16e-08	0.0374998	0.00624997	1256.47	-0.294484
6.4e-07	2.39999e-08	0.0374998	0.00624997	1256.47	-0.294483
7.04e-07	2.63999e-08	0.0374998	0.00624997	1256.47	-0.294483
7.68e-07	2.87999e-08	0.0374998	0.00624996	1256.47	-0.294483
8.32e-07	3.11999e-08	0.0374998	0.00624996	1256.47	-0.294482
8.96e-07	3.35999e-08	0.0374997	0.00624996	1256.47	-0.294482
9.6e-07	3.59999e-08	0.0374997	0.00624995	1256.46	-0.294482
1.024e-06	3.83998e-08	0.0374997	0.00624995	1256.46	-0.294481
1.152e-06	4.31998e-08	0.0374997	0.00624994	1256.46	-0.294481
1.28e-06	4.79998e-08	0.0374996	0.00624994	1256.46	-0.29448
1.408e-06	5.27997e-08	0.0374996	0.00624993	1256.46	-0.29448
1.536e-06	5.75997e-08	0.0374995	0.00624992	1256.46	-0.294479
1.664e-06	6.23996e-08	0.0374995	0.00624992	1256.46	-0.294479
1.792e-06	6.71995e-08	0.0374995	0.00624991	1256.46	-0.294478
1.92e-06	7.19995e-08	0.0374994	0.00624991	1256.46	-0.294478
2.048e-06	7.67994e-08	0.0374994	0.0062499	1256.46	-0.294477
2.304e-06	8.63992e-08	0.0374993	0.00624989	1256.45	-0.294476
2.56e-06	9.5999e-08	0.0374992	0.00624987	1256.45	-0.294475
2.816e-06	1.05599e-07	0.0374992	0.00624986	1256.45	-0.294474
3.072e-06	1.15199e-07	0.0374991	0.00624985	1256.45	-0.294473
3.328e-06	1.24798e-07	0.037499	0.00624984	1256.44	-0.294471
3.584e-06	1.34398e-07	0.0374989	0.00624982	1256.44	-0.294471
3.84e-06	1.43998e-07	0.0374989	0.00624981	1256.44	-0.294469
4.096e-06	1.53598e-07	0.0374988	0.0062498	1256.44	-0.294468
4.608e-06	1.72797e-07	0.0374986	0.00624977	1256.43	-0.294466
5.12e-06	1.91996e-07	0.0374985	0.00624975	1256.43	-0.294464
5.632e-06	2.11195e-07	0.0374983	0.00624972	1256.42	-0.294462
6.144e-06	2.30394e-07	0.0374982	0.0062497	1256.42	-0.294459
6.656e-06	2.49593e-07	0.037498	0.00624967	1256.42	-0.294457
7.168e-06	2.68792e-07	0.0374979	0.00624965	1256.41	-0.294455
7.68e-06	2.87991e-07	0.0374977	0.00624962	1256.41	-0.294453
8.192e-06	3.0719e-07	0.0374976	0.0062496	1256.4	-0.294451
9.216e-06	3.45587e-07	0.0374973	0.00624955	1256.39	-0.294446
1.024e-05	3.83985e-07	0.037497	0.0062495	1256.39	-0.294442
1.1264e-05	4.22381e-07	0.0374967	0.00624945	1256.38	-0.294437
1.2288e-05	4.60778e-07	0.0374964	0.0062494	1256.37	-0.294433
1.3312e-05	4.99174e-07	0.0374961	0.00624935	1256.36	-0.294428
1.4336e-05	5.3757e-07	0.0374958	0.0062493	1256.35	-0.294424
1.536e-05	5.75965e-07	0.0374955	0.00624925	1256.34	-0.29442
1.6384e-05	6.1436e-07	0.0374952	0.0062492	1256.33	-0.294415
1.8432e-05	6.9115e-07	0.0374946	0.0062491	1256.32	-0.294406
2.048e-05	7.67938e-07	0.037494	0.00624899	1256.3	-0.294398
2.2528e-05	8.44725e-07	0.0374934	0.00624889	1256.28	-0.294389
2.4576e-05	9.21511e-07	0.0374928	0.00624879	1256.26	-0.29438
2.6624e-05	9.98296e-07	0.0374922	0.00624869	1256.25	-0.294371
2.8672e-05	1.07508e-06	0.0374916	0.00624859	1256.23	-0.294362
3.072e-05	1.15186e-06	0.037491	0.00624849	1256.21	-0.294353
3.2768e-05	1.22864e-06	0.0374904	0.00624839	1256.19	-0.294344
3.6864e-05	1.3822e-06	0.0374891	0.00624819	1256.16	-0.294327
4.096e-05	1.53575e-06	0.0374879	0.00624799	1256.12	-0.294309
4.5056e-05	1.6893e-06	0.0374867	0.00624779	1256.09	-0.294292
4.9152e-05	1.84284e-06	0.0374855	0.00624759	1256.05	-0.294274
5.3248e-05	1.99638e-06	0.0374843	0.00624739	1256.02	-0.294256
5.7344e-05	2.14992e-06	0.0374831	0.00624719	1255.98	-0.294239
6.144e-05	2.30344e-06	0.0374819	0.00624699	1255.95	-0.294221
6.5536e-05	2.45697e-06	0.0374807	0.00624678	1255.91	-0.294203
7.3728e-05	2.764e-06	0.0374783	0.00624638	1255.84	-0.294168
8.192e-05	3.07101e-06	0.0374759	0.00624598	1255.77	-0.294133
9.0112e-05	3.378e-06	0.0374735	0.00624558	1255.7	-0.294097
9.8304e-05	3.68498e-06	0.0374711	0.00624518	1255.63	-0.294062
0.000106496	3.99193e-06	0.0374687	0.00624478	1255.56	-0.294027
0.000114688	4.29886e-06	0.0374663	0.00624438	1255.49	-0.293992
0.00012288	4.60578e-06	0.0374638	0.00624397	1255.42	-0.293956
0.000131072	4.91267e-06	0.0374614	0.00624357	1255.35	-0.293921
0.000147456	5.5264e-06	0.0374566	0.00624277	1255.21	-0.29385
0.00016384	6.14005e-06	0.0374518	0.00624197	1255.08	-0.29378
0.000180224	6.75362e-06	0.037447	0.00624117	1254.94	-0.29371
0.000196608	7.36711e-06	0.0374422	0.00624036	1254.8	-0.293639
0.000212992	7.98053e-06	0.0374374	0.00623956	1254.66	-0.293569
0.000229376	8.59386e-06	0.0374326	0.00623876	1254.52	-0.293498
0.00024576	9.20712e-06	0.0374278	0.00623796	1254.38	-0.293428
0.000262144	9.82029e-06	0.037423	0.00623716	1254.24	-0.293357
0.000294912	1.10464e-05	0.0374133	0.00623556	1253.96	-0.293217
0.00032768	1.22722e-05	0.0374037	0.00623396	1253.68	-0.293076
0.000360448	1.34977e-05	0.0373941	0.00623236	1253.4	-0.292936
0.000393216	1.47229e-05	0.0373845	0.00623076	1253.12	-0.292796
0.000425984	1.59477e-05	0.0373749	0.00622916	1252.85	-0.292655
0.000458752	1.71723e-05	0.0373654	0.00622756	1252.57	-0.292515
0.00049152	1.83965e-05	0.0373558	0.00622596	1252.29	-0.292375
0.000524288	1.96204e-05	0.0373462	0.00622437	1252.01	-0.292234
0.000589824	2.20673e-05	0.0373271	0.00622118	1251.46	-0.291955
0.00065536	2.4513e-05	0.0373079	0.00621799	1250.9	-0.291676
0.000720896	2.69573e-05	0.0372888	0.0062148	1250.35	-0.291397
0.000786432	2.94005e-05	0.0372697	0.00621162	1249.8	-0.291118
0.000851968	3.18424e-05	0.0372507	0.00620844	1249.25	-0.29084
0.000917504	3.4283e-05	0.0372316	0.00620527	1248.69	-0.290561
0.00098304	3.67224e-05	0.0372126	0.0062021	1248.14	-0.290284
0.00104858	3.91605e-05	0.0371936	0.00619893	1247.59	-0.290005
0.00117965	4.40331e-05	0.0371556	0.0061926	1246.49	-0.289453
0.00131072	4.89006e-05	0.0371177	0.00618628	1245.4	-0.288901
0.00144179	5.37633e-05	0.0370799	0.00617998	1244.3	-0.28835
0.00157286	5.86209e-05	0.0370421	0.00617368	1243.21	-0.2878
0.00170394	6.34736e-05	0.0370044	0.0061674	1242.12	-0.287252
0.00183501	6.83214e-05	0.0369668	0.00616113	1241.03	-0.286705
0.00196608	7.31643e-05	0.0369293	0.00615488	1239.95	-0.28616
0.00209715	7.80022e-05	0.0368918	0.00614863	1238.86	-0.285612
0.0023593	8.76633e-05	0.0368171	0.00613618	1236.7	-0.284532
0.00262144	9.73049e-05	0.0367426	0.00612377	1234.56	-0.283454
0.00288358	0.000106927	0.0366684	0.00611141	1232.42	-0.282381
0.00314573	0.00011653	0.0365946	0.00609909	1230.28	-0.281313
0.00340787	0.000126113	0.036521	0.00608683	1228.16	-0.28025
0.00367002	0.000135677	0.0364476	0.0060746	1226.05	-0.279193
0.00393216	0.000145222	0.0363746	0.00606243	1223.95	-0.278141
0.0041943	0.000154748	0.0363018	0.0060503	1221.85	-0.277087
0.00471859	0.000173743	0.0361571	0.00602618	1217.69	-0.275016
0.00524288	0.000192662	0.0360134	0.00600224	1213.56	-0.272959
0.00576717	0.000211506	0.0358708	0.00597847	1209.47	-0.270922
0.00629146	0.000230275	0.0357293	0.00595489	1205.41	-0.268905
0.00681574	0.000248971	0.0355889	0.00593148	1201.39	-0.266907
0.00734003	0.000267593	0.0354495	0.00590824	1197.4	-0.26493
0.00786432	0.000286142	0.0353111	0.00588518	1193.44	-0.262971
0.00838861	0.00030462	0.0351737	0.00586229	1189.52	-0.261019
0.00943718	0.000341359	0.034902	0.005817	1181.77	-0.25721
0.0104858	0.000377816	0.0346343	0.00577238	1174.14	-0.253462
0.0115343	0.000413994	0.0343704	0.00572841	1166.65	-0.249786
0.0125829	0.000449897	0.0341104	0.00568507	1159.27	-0.246181
0.0136315	0.00048553	0.0338541	0.00564236	1152.02	-0.242645
0.0146801	0.000520896	0.0336015	0.00560025	1144.88	-0.239176
0.0157286	0.000555999	0.0333525	0.00555875	1137.86	-0.235774
0.0167772	0.000590842	0.0331071	0.00551784	1130.95	-0.232413
0.0188744	0.000659766	0.0326265	0.00543774	1117.45	-0.225947
0.0209715	0.000727697	0.0321592	0.00535987	1104.38	-0.2197
0.0230687	0.000794661	0.0317048	0.00528414	1091.71	-0.213683
0.0251658	0.000860685	0.0312628	0.00521047	1079.43	-0.207887
0.027263	0.000925795	0.0308327	0.00513879	1067.52	-0.202302
0.0293601	0.000990015	0.0304141	0.00506902	1055.97	-0.196919
0.0314573	0.00105337	0.0300067	0.00500111	1044.76	-0.191729
0.0335544	0.00111588	0.0296099	0.00493498	1033.88	-0.186693
0.0377487	0.00123846	0.0288469	0.00480781	1013.06	-0.17724
0.041943	0.00135792	0.0281222	0.00468703	993.402	-0.168406
0.0461373	0.00147441	0.0274333	0.00457222	974.827	-0.16017
0.0503316	0.00158809	0.0267778	0.00446297	957.252	-0.152485
0.054526	0.00169909	0.0261535	0.00435891	940.604	-0.145305
0.0587203	0.00180752	0.0255583	0.00425971	924.817	-0.138592
0.0629146	0.00191352	0.0249903	0.00416505	909.829	-0.132309
0.0671089	0.00201719	0.0244479	0.00407465	895.585	-0.126389
0.0754975	0.00221796	0.0234332	0.00390554	869.128	-0.115724
0.0838861	0.00241057	0.0225029	0.00375048	845.085	-0.106281
0.0922747	0.0025957	0.0216471	0.00360785	823.152	-0.0979168
0.100663	0.00277393	0.0208575	0.00347625	803.069	-0.0904824
0.109052	0.0029458	0.0201268	0.00335447	784.615	-0.0838518
0.117441	0.00311175	0.0194488	0.00324146	767.602	-0.0779185
0.125829	0.00327222	0.0188179	0.00313631	751.868	-0.0725918
0.134218	0.00342758	0.0182296	0.00303826	737.274	-0.0677724
0.150995	0.00372429	0.0171637	0.00286061	711.035	-0.0595392
0.167772	0.0040042	0.0162237	0.00270395	688.095	-0.0527245
0.184549	0.00426925	0.0153882	0.0025647	667.848	-0.0470406
0.201327	0.00452103	0.0146403	0.00244005	649.827	-0.0422525
0.218104	0.0047609	0.0139664	0.00232774	633.664	-0.0381816
0.234881	0.00499002	0.0133559	0.00222598	619.067	-0.034691
0.251658	0.00520936	0.0127998	0.00213329	605.803	-0.0316745
0.268435	0.00541977	0.012291	0.0020485	593.683	-0.0290409
0.30199	0.00581669	0.0113919	0.00189865	572.285	-0.0247219
0.335544	0.0061857	0.0106216	0.00177027	553.93	-0.0213226
0.369099	0.00653063	0.00995343	0.00165891	537.95	-0.0185992
0.402653	0.00685458	0.00936779	0.0015613	523.867	-0.0163799
0.436208	0.00716005	0.0088499	0.00147498	511.326	-0.0145449
0.469762	0.00744911	0.00838836	0.00139806	500.057	-0.0130084
0.503316	0.00772351	0.00797428	0.00132905	489.854	-0.0117078
0.536871	0.00798471	0.00760063	0.00126677	480.554	-0.0105956
0.60398	0.00847235	0.00695235	0.00115872	464.173	-0.0088075
0.671089	0.00892017	0.00640909	0.00106818	450.139	-0.00744076
0.738198	0.00933437	0.00594703	0.000991171	437.921	-0.00637145
0.805306	0.00971979	0.0055491	0.00092485	427.143	-0.00551838
0.872415	0.0100803	0.00520276	0.000867126	417.532	-0.00482658
0.939524	0.010419	0.00489854	0.000816424	408.884	-0.00425762
1.00663	0.0107385	0.00462918	0.00077153	401.041	-0.00378393
1.07374	0.011041	0.004389	0.0007315	393.88	-0.00338648
1.20796	0.0116016	0.00397891	0.000663151	381.243	-0.00275775
1.34218	0.0121123	0.00364162	0.000606937	370.382	-0.00228981
1.4764	0.0125816	0.00335935	0.000559892	360.896	-0.00193148
1.61061	0.013016	0.00311966	0.000519943	352.502	-0.00165117
1.74483	0.0134205	0.00291358	0.000485596	344.997	-0.00142783
1.87905	0.0137993	0.00273448	0.000455746	338.226	-0.00124703
2.01327	0.0141555	0.00257738	0.000429563	332.07	-0.00109863
2.14748	0.0144919	0.0024384	0.0004064	326.437	-0.000976305
2.41592	0.0151138	0.00220352	0.000367254	316.47	-0.000784952
2.68435	0.0156788	0.00201253	0.000335421	307.867	-0.000644906
2.95279	0.0161972	0.00185422	0.000309036	300.323	-0.000539302
3.22123	0.0166765	0.00172084	0.000286806	293.625	-0.000457804
3.48966	0.0171228	0.00160689	0.000267815	287.615	-0.000393605
3.7581	0.0175406	0.00150839	0.000251398	282.176	-0.00034213
4.02653	0.0179337	0.00142236	0.000237059	277.217	-0.000300221
4.29497	0.0183051	0.00134647	0.000224412	272.667	-0.00026614
4.83184	0.0189924	0.0012187	0.000203116	264.593	-0.000212998
5.36871	0.019618	0.0011153	0.000185883	257.586	-0.000174163
5.90558	0.0201932	0.00102993	0.000171656	251.412	-0.000145168
6.44245	0.0207263	0.000958213	0.000159702	245.907	-0.000122948
6.97932	0.0212239	0.000897061	0.00014951	240.948	-0.000105533
7.51619	0.021691	0.000844271	0.000140712	236.444	-9.16217e-05
8.05306	0.0221317	0.000798215	0.000133036	232.321	-8.03284e-05
8.58993	0.0225491	0.000757572	0.000126262	228.526	-7.12654e-05
9.66368	0.0233244	0.000689065	0.000114844	221.77	-5.69953e-05
10.7374	0.0240336	0.000633789	0.000105632	215.866	-4.65163e-05
11.8112	0.0246889	0.000588204	9.8034e-05	210.634	-3.87554e-05
12.8849	0.0252993	0.00054991	9.16516e-05	205.944	-3.28244e-05
13.9586	0.0258718	0.000517254	8.6209e-05	201.698	-2.81811e-05
15.0324	0.0264117	0.000489056	8.15094e-05	197.824	-2.44743e-05
16.1061	0.0269233	0.000464446	7.74077e-05	194.262	-2.14656e-05
17.1799	0.0274101	0.000442674	7.37791e-05	190.971	-1.91417e-05
19.3274	0.0283197	0.000405854	6.76424e-05	185.084	-1.52544e-05
21.4748	0.0291584	0.000376278	6.2713e-05	179.897	-1.24446e-05
23.6223	0.0299395	0.00035188	5.86467e-05	175.269	-1.0375e-05
25.7698	0.0306725	0.000331369	5.52282e-05	171.093	-8.79355e-06
27.9173	0.0313648	0.000313867	5.23112e-05	167.291	-7.55458e-06
